Date,Humidity,Temperature
2021/8/20 2:18:12,25.00,23.50
2021/8/20 2:18:17,25.10,23.60
2021/8/20 2:18:23,25.00,23.50
2021/8/20 2:18:28,25.00,23.60
2021/8/20 2:18:33,24.90,23.60
2021/8/20 2:18:38,24.70,23.60
2021/8/20 2:18:43,24.60,23.60
2021/8/20 2:18:48,24.60,23.60
2021/8/20 2:18:53,24.50,23.60
2021/8/20 2:18:58,24.50,23.60
2021/8/20 2:19:3,24.50,23.60
2021/8/20 2:19:8,24.60,23.60
2021/8/20 2:19:13,24.70,23.70
2021/8/20 2:19:18,24.70,23.70
2021/8/20 2:19:24,24.70,23.70
2021/8/20 2:19:29,24.80,23.60
2021/8/20 2:19:34,24.90,23.70
2021/8/20 2:19:39,24.80,23.70
2021/8/20 2:19:44,24.80,23.70
2021/8/20 2:19:49,24.80,23.70
2021/8/20 2:19:54,24.90,23.80
2021/8/20 2:19:59,24.80,23.70
2021/8/20 2:20:4,24.80,23.80
2021/8/20 2:20:9,24.60,23.80
2021/8/20 2:20:14,24.60,23.80
2021/8/20 2:20:19,24.60,23.80
2021/8/20 2:20:25,24.60,23.80
2021/8/20 2:20:30,24.60,23.80
2021/8/20 2:20:35,24.70,23.80
2021/8/20 2:20:40,24.80,23.80
2021/8/20 2:20:45,24.80,23.80
2021/8/20 2:20:50,24.80,23.80
2021/8/20 2:20:55,24.80,23.80
2021/8/20 2:21:0,24.90,23.80
2021/8/20 2:21:5,24.80,23.90
2021/8/20 2:21:10,24.70,23.90
2021/8/20 2:21:15,24.50,23.90
2021/8/20 2:21:20,24.50,23.90
2021/8/20 2:21:26,24.50,23.90
2021/8/20 2:21:31,24.50,23.90
2021/8/20 2:21:36,24.60,23.90
2021/8/20 2:21:41,24.70,23.90
2021/8/20 2:21:46,24.80,23.90
2021/8/20 2:21:51,24.80,23.90
2021/8/20 2:21:56,24.90,23.90
2021/8/20 2:22:1,24.80,23.90
2021/8/20 2:22:6,24.80,23.90
2021/8/20 2:22:11,24.80,23.90
2021/8/20 2:22:16,24.70,23.90
2021/8/20 2:22:21,24.80,23.90
2021/8/20 2:22:27,24.80,23.90
2021/8/20 2:22:32,24.80,24.00
2021/8/20 2:22:37,24.80,24.00
2021/8/20 2:22:42,24.90,24.00
2021/8/20 2:22:47,24.50,23.90
2021/8/20 2:22:52,23.60,23.90
2021/8/20 2:22:57,23.40,23.80
2021/8/20 2:23:2,23.30,23.70
2021/8/20 2:23:7,23.40,23.70
2021/8/20 2:23:12,23.60,23.60
2021/8/20 2:23:17,23.80,23.50
2021/8/20 2:23:22,23.90,23.40
2021/8/20 2:23:28,24.20,23.50
2021/8/20 2:23:33,24.30,23.40
2021/8/20 2:23:38,24.30,23.30
2021/8/20 2:23:43,24.40,23.30
2021/8/20 2:23:48,24.40,23.30
2021/8/20 2:23:53,24.50,23.30
2021/8/20 2:23:58,24.50,23.20
2021/8/20 2:24:3,24.50,23.20
2021/8/20 2:24:8,24.60,23.20
2021/8/20 2:24:13,24.80,23.20
2021/8/20 2:24:18,25.10,23.20
2021/8/20 2:24:23,25.20,23.20
2021/8/20 2:24:29,25.50,23.20
2021/8/20 2:24:34,25.60,23.20
2021/8/20 2:24:39,25.60,23.10
2021/8/20 2:24:44,25.70,23.20
2021/8/20 2:24:49,25.60,23.10
2021/8/20 2:24:54,25.50,23.20
2021/8/20 2:24:59,25.50,23.10
2021/8/20 2:25:4,25.90,23.20
2021/8/20 2:25:9,25.60,23.10
2021/8/20 2:25:14,25.50,23.20
2021/8/20 2:25:19,25.20,23.20
2021/8/20 2:25:24,25.00,23.20
2021/8/20 2:25:30,25.00,23.20
2021/8/20 2:25:35,24.80,23.20
2021/8/20 2:25:40,24.80,23.20
2021/8/20 2:25:45,24.90,23.20
2021/8/20 2:25:50,25.00,23.30
2021/8/20 2:25:55,25.00,23.20
2021/8/20 2:26:0,25.00,23.30
2021/8/20 2:26:5,25.10,23.20
2021/8/20 2:26:10,25.20,23.30
2021/8/20 2:26:15,25.10,23.30
2021/8/20 2:26:20,25.10,23.30
2021/8/20 2:26:26,25.30,23.30
2021/8/20 2:26:31,25.20,23.30
2021/8/20 2:26:36,25.20,23.40
2021/8/20 2:26:41,25.10,23.40
2021/8/20 2:26:46,25.00,23.40
2021/8/20 2:26:51,25.00,23.40
2021/8/20 2:26:56,25.00,23.40
2021/8/20 2:27:1,25.00,23.40
2021/8/20 2:27:6,25.10,23.40
2021/8/20 2:27:11,25.10,23.50
2021/8/20 2:27:16,25.10,23.50
2021/8/20 2:27:21,25.10,23.50
2021/8/20 2:27:27,25.00,23.50
2021/8/20 2:27:32,25.00,23.50
2021/8/20 2:27:37,24.80,23.50
2021/8/20 2:27:42,24.90,23.60
2021/8/20 2:27:47,25.10,23.60
2021/8/20 2:27:52,25.20,23.60
2021/8/20 2:27:57,25.20,23.60
2021/8/20 2:28:2,25.10,23.60
2021/8/20 2:28:7,25.00,23.60
2021/8/20 2:28:12,24.90,23.60
2021/8/20 2:28:17,24.90,23.60
2021/8/20 2:28:22,24.90,23.60
2021/8/20 2:28:28,25.00,23.60
2021/8/20 2:28:33,25.00,23.70
2021/8/20 2:28:38,24.90,23.70
2021/8/20 2:28:43,24.90,23.70
2021/8/20 2:28:48,24.80,23.70
2021/8/20 2:28:53,24.70,23.70
2021/8/20 2:28:58,24.60,23.70
2021/8/20 2:29:3,24.60,23.70
2021/8/20 2:29:8,24.60,23.70
2021/8/20 2:29:13,24.70,23.70
2021/8/20 2:29:18,24.80,23.70
2021/8/20 2:29:23,24.80,23.70
2021/8/20 2:29:29,24.60,23.80
2021/8/20 2:29:34,24.50,23.80
2021/8/20 2:29:39,24.60,23.80
2021/8/20 2:29:44,24.60,23.80
2021/8/20 2:29:49,24.70,23.80
2021/8/20 2:29:54,24.70,23.80
2021/8/20 2:29:59,24.70,23.80
2021/8/20 2:30:4,24.60,23.80
2021/8/20 2:30:9,24.60,23.80
2021/8/20 2:30:14,24.70,23.90
2021/8/20 2:30:19,24.80,23.90
2021/8/20 2:30:24,24.80,23.80
2021/8/20 2:30:30,24.70,23.90
2021/8/20 2:30:35,24.70,23.90
2021/8/20 2:30:40,24.70,23.90
2021/8/20 2:30:45,24.60,23.90
2021/8/20 2:30:50,24.60,23.90
2021/8/20 2:30:55,24.70,23.90
2021/8/20 2:31:0,24.70,23.90
2021/8/20 2:31:5,24.80,24.00
2021/8/20 2:31:10,24.70,23.90
2021/8/20 2:31:15,24.70,24.00
2021/8/20 2:31:20,24.50,24.00
2021/8/20 2:31:25,23.80,24.00
2021/8/20 2:31:31,23.40,23.90
2021/8/20 2:31:36,23.20,23.80
2021/8/20 2:31:41,23.10,23.70
2021/8/20 2:31:46,23.10,23.60
2021/8/20 2:31:51,23.20,23.40
2021/8/20 2:31:56,23.50,23.40
2021/8/20 2:32:1,23.70,23.30
2021/8/20 2:32:6,23.80,23.20
2021/8/20 2:32:11,24.00,23.20
2021/8/20 2:32:16,24.20,23.20
2021/8/20 2:32:21,24.20,23.10
2021/8/20 2:32:26,24.20,23.10
2021/8/20 2:32:32,24.30,23.10
2021/8/20 2:32:37,24.50,23.00
2021/8/20 2:32:42,24.60,23.10
2021/8/20 2:32:47,24.60,23.00
2021/8/20 2:32:52,24.50,23.00
2021/8/20 2:32:57,24.60,23.00
2021/8/20 2:33:2,25.00,23.00
2021/8/20 2:33:7,25.00,23.00
2021/8/20 2:33:12,25.30,23.00
2021/8/20 2:33:17,25.70,23.00
2021/8/20 2:33:22,25.50,23.00
2021/8/20 2:33:27,25.30,23.00
2021/8/20 2:33:33,25.30,22.90
2021/8/20 2:33:38,25.80,22.90
2021/8/20 2:33:43,25.70,22.90
2021/8/20 2:33:48,25.50,23.00
2021/8/20 2:33:53,25.10,23.00
2021/8/20 2:33:58,25.20,23.00
2021/8/20 2:34:3,25.30,23.00
2021/8/20 2:34:8,25.20,23.00
2021/8/20 2:34:13,25.10,23.00
2021/8/20 2:34:18,25.00,23.00
2021/8/20 2:34:23,24.90,23.00
2021/8/20 2:34:28,25.00,23.00
2021/8/20 2:34:34,25.00,23.00
2021/8/20 2:34:39,25.10,23.10
2021/8/20 2:34:44,25.00,23.10
2021/8/20 2:34:49,25.00,23.10
2021/8/20 2:34:54,25.00,23.10
2021/8/20 2:34:59,24.90,23.10
2021/8/20 2:35:4,24.90,23.10
2021/8/20 2:35:9,24.80,23.10
2021/8/20 2:35:14,24.80,23.20
2021/8/20 2:35:19,24.80,23.20
2021/8/20 2:35:24,24.90,23.20
2021/8/20 2:35:29,25.00,23.20
2021/8/20 2:35:35,25.00,23.20
2021/8/20 2:35:40,25.00,23.20
2021/8/20 2:35:45,25.00,23.20
2021/8/20 2:35:50,25.00,23.20
2021/8/20 2:35:55,24.90,23.20
2021/8/20 2:36:0,25.00,23.30
2021/8/20 2:36:5,25.00,23.30
2021/8/20 2:36:10,25.00,23.30
2021/8/20 2:36:15,25.00,23.30
2021/8/20 2:36:20,25.10,23.40
2021/8/20 2:36:25,25.10,23.40
2021/8/20 2:36:30,25.00,23.30
2021/8/20 2:36:36,25.00,23.30
2021/8/20 2:36:41,25.00,23.40
2021/8/20 2:36:46,25.00,23.40
2021/8/20 2:36:51,25.00,23.50
2021/8/20 2:36:56,25.00,23.50
2021/8/20 2:37:1,24.90,23.40
2021/8/20 2:37:6,24.90,23.50
2021/8/20 2:37:11,24.80,23.50
2021/8/20 2:37:16,24.70,23.50
2021/8/20 2:37:21,24.60,23.50
2021/8/20 2:37:26,24.60,23.50
2021/8/20 2:37:31,24.70,23.50
2021/8/20 2:37:37,24.80,23.60
2021/8/20 2:37:42,24.80,23.60
2021/8/20 2:37:47,24.70,23.60
2021/8/20 2:37:52,24.70,23.60
2021/8/20 2:37:57,24.80,23.60
2021/8/20 2:38:2,24.90,23.60
2021/8/20 2:38:7,24.90,23.60
2021/8/20 2:38:12,24.90,23.60
2021/8/20 2:38:17,24.70,23.60
2021/8/20 2:38:22,24.70,23.60
2021/8/20 2:38:27,24.70,23.70
2021/8/20 2:38:32,24.70,23.70
2021/8/20 2:38:38,24.70,23.70
2021/8/20 2:38:43,24.50,23.70
2021/8/20 2:38:48,24.60,23.70
2021/8/20 2:38:53,24.70,23.70
2021/8/20 2:38:58,24.70,23.70
2021/8/20 2:39:3,24.80,23.70
2021/8/20 2:39:8,24.80,23.70
2021/8/20 2:39:13,24.70,23.70
2021/8/20 2:39:18,24.50,23.70
2021/8/20 2:39:23,24.50,23.80
2021/8/20 2:39:28,24.50,23.80
2021/8/20 2:39:33,24.50,23.80
2021/8/20 2:39:39,24.50,23.80
2021/8/20 2:39:44,24.60,23.80
2021/8/20 2:39:49,24.70,23.80
2021/8/20 2:39:54,24.70,23.80
2021/8/20 2:39:59,24.80,23.80
2021/8/20 2:40:4,24.80,23.80
2021/8/20 2:40:9,24.80,23.80
2021/8/20 2:40:14,24.70,23.80
2021/8/20 2:40:19,24.70,23.80
2021/8/20 2:40:24,24.70,23.90
2021/8/20 2:40:29,24.70,23.80
2021/8/20 2:40:34,24.70,23.80
2021/8/20 2:40:40,25.10,23.90
2021/8/20 2:40:45,25.00,23.90
2021/8/20 2:40:50,24.90,23.90
2021/8/20 2:40:55,24.90,23.90
2021/8/20 2:41:0,24.80,23.90
2021/8/20 2:41:5,24.80,23.90
2021/8/20 2:41:10,24.80,23.90
2021/8/20 2:41:15,24.80,23.90
2021/8/20 2:41:20,24.70,23.90
2021/8/20 2:41:25,24.70,23.90
2021/8/20 2:41:30,24.80,23.90
2021/8/20 2:41:35,24.80,23.90
2021/8/20 2:41:41,24.80,23.90
2021/8/20 2:41:46,24.70,23.90
2021/8/20 2:41:51,24.60,23.90
2021/8/20 2:41:56,24.60,23.90
2021/8/20 2:42:1,24.20,23.90
2021/8/20 2:42:6,24.40,24.00
2021/8/20 2:42:11,24.60,24.00
2021/8/20 2:42:16,24.70,24.00
2021/8/20 2:42:21,24.60,24.00
2021/8/20 2:42:26,23.70,23.90
2021/8/20 2:42:31,23.20,23.80
2021/8/20 2:42:36,23.10,23.70
2021/8/20 2:42:42,23.20,23.60
2021/8/20 2:42:47,23.40,23.50
2021/8/20 2:42:52,23.60,23.40
2021/8/20 2:42:57,23.90,23.40
2021/8/20 2:43:2,24.00,23.30
2021/8/20 2:43:7,24.10,23.20
2021/8/20 2:43:12,24.20,23.20
2021/8/20 2:43:17,24.30,23.20
2021/8/20 2:43:22,24.40,23.20
2021/8/20 2:43:27,24.70,23.10
2021/8/20 2:43:32,24.70,23.10
2021/8/20 2:43:38,24.70,23.10
2021/8/20 2:43:43,25.10,23.10
2021/8/20 2:43:48,25.00,23.10
2021/8/20 2:43:53,24.80,23.10
2021/8/20 2:43:58,24.80,23.00
2021/8/20 2:44:3,24.90,23.00
2021/8/20 2:44:8,25.10,23.00
2021/8/20 2:44:13,25.10,23.00
2021/8/20 2:44:18,25.20,23.00
2021/8/20 2:44:23,25.30,23.00
2021/8/20 2:44:28,25.40,23.00
2021/8/20 2:44:33,25.30,23.00
2021/8/20 2:44:39,25.20,23.00
2021/8/20 2:44:44,25.10,23.00
2021/8/20 2:44:49,25.00,23.00
2021/8/20 2:44:54,24.90,23.00
2021/8/20 2:44:59,24.90,23.00
2021/8/20 2:45:4,24.90,23.00
2021/8/20 2:45:9,24.90,23.00
2021/8/20 2:45:14,25.00,23.00
2021/8/20 2:45:19,25.10,23.00
2021/8/20 2:45:24,25.20,23.10
2021/8/20 2:45:29,25.10,23.10
2021/8/20 2:45:34,25.00,23.10
2021/8/20 2:45:40,25.00,23.10
2021/8/20 2:45:45,24.90,23.10
2021/8/20 2:45:50,24.90,23.10
2021/8/20 2:45:55,24.80,23.10
2021/8/20 2:46:0,24.80,23.10
2021/8/20 2:46:5,24.80,23.20
2021/8/20 2:46:10,24.80,23.20
2021/8/20 2:46:15,24.80,23.20
2021/8/20 2:46:20,25.00,23.20
2021/8/20 2:46:25,25.00,23.20
2021/8/20 2:46:30,25.10,23.20
2021/8/20 2:46:35,24.90,23.20
2021/8/20 2:46:41,24.80,23.20
2021/8/20 2:46:46,25.00,23.30
2021/8/20 2:46:51,24.90,23.20
2021/8/20 2:46:56,24.90,23.30
2021/8/20 2:47:1,24.80,23.30
2021/8/20 2:47:6,24.80,23.30
2021/8/20 2:47:11,24.80,23.30
2021/8/20 2:47:16,24.90,23.40
2021/8/20 2:47:21,24.80,23.30
2021/8/20 2:47:26,24.90,23.40
2021/8/20 2:47:31,24.90,23.40
2021/8/20 2:47:36,25.00,23.40
2021/8/20 2:47:42,25.00,23.40
2021/8/20 2:47:47,25.10,23.40
2021/8/20 2:47:52,25.10,23.50
2021/8/20 2:47:57,25.10,23.50
2021/8/20 2:48:2,25.00,23.50
2021/8/20 2:48:7,25.00,23.40
2021/8/20 2:48:12,24.90,23.50
2021/8/20 2:48:17,24.80,23.50
2021/8/20 2:48:22,24.80,23.50
2021/8/20 2:48:27,24.90,23.50
2021/8/20 2:48:32,25.00,23.50
2021/8/20 2:48:37,25.00,23.50
2021/8/20 2:48:43,25.10,23.50
2021/8/20 2:48:48,25.10,23.60
2021/8/20 2:48:53,25.10,23.60
2021/8/20 2:48:58,25.00,23.60
2021/8/20 2:49:3,25.00,23.60
2021/8/20 2:49:8,25.00,23.60
2021/8/20 2:49:13,25.00,23.60
2021/8/20 2:49:18,24.90,23.60
2021/8/20 2:49:23,24.90,23.60
2021/8/20 2:49:28,24.90,23.60
2021/8/20 2:49:33,25.00,23.70
2021/8/20 2:49:38,25.00,23.70
2021/8/20 2:49:44,24.80,23.70
2021/8/20 2:49:49,24.90,23.70
2021/8/20 2:49:54,25.00,23.70
2021/8/20 2:49:59,25.00,23.70
2021/8/20 2:50:4,25.00,23.70
2021/8/20 2:50:9,25.00,23.70
2021/8/20 2:50:14,24.90,23.70
2021/8/20 2:50:19,24.90,23.70
2021/8/20 2:50:24,24.90,23.70
2021/8/20 2:50:29,24.90,23.70
2021/8/20 2:50:34,24.90,23.70
2021/8/20 2:50:39,24.90,23.70
2021/8/20 2:50:45,24.80,23.80
2021/8/20 2:50:50,24.80,23.70
2021/8/20 2:50:55,24.90,23.70
2021/8/20 2:51:0,24.90,23.80
2021/8/20 2:51:5,24.70,23.80
2021/8/20 2:51:10,24.70,23.80
2021/8/20 2:51:15,24.80,23.80
2021/8/20 2:51:20,24.80,23.80
2021/8/20 2:51:25,24.90,23.80
2021/8/20 2:51:30,25.20,23.80
2021/8/20 2:51:35,25.20,23.80
2021/8/20 2:51:40,25.10,23.80
2021/8/20 2:51:46,25.00,23.80
2021/8/20 2:51:51,24.90,23.80
2021/8/20 2:51:56,24.80,23.80
2021/8/20 2:52:1,24.90,23.80
2021/8/20 2:52:6,24.90,23.80
2021/8/20 2:52:11,24.80,23.80
2021/8/20 2:52:16,24.80,23.80
2021/8/20 2:52:21,24.60,23.80
2021/8/20 2:52:26,24.60,23.80
2021/8/20 2:52:31,24.70,23.80
2021/8/20 2:52:36,24.80,23.80
2021/8/20 2:52:41,24.90,23.80
2021/8/20 2:52:47,25.00,23.80
2021/8/20 2:52:52,24.80,23.80
2021/8/20 2:52:57,24.80,23.80
2021/8/20 2:53:2,24.70,23.80
2021/8/20 2:53:7,24.70,23.80
2021/8/20 2:53:12,24.70,23.80
2021/8/20 2:53:17,24.80,23.80
2021/8/20 2:53:22,24.80,23.80
2021/8/20 2:53:27,24.80,23.80
2021/8/20 2:53:32,24.80,23.80
2021/8/20 2:53:37,24.70,23.80
2021/8/20 2:53:42,24.60,23.80
2021/8/20 2:53:48,25.00,23.80
2021/8/20 2:53:53,24.90,23.90
2021/8/20 2:53:58,24.80,23.90
2021/8/20 2:54:3,24.80,23.80
2021/8/20 2:54:8,24.90,23.90
2021/8/20 2:54:13,24.90,23.80
2021/8/20 2:54:18,24.90,23.90
2021/8/20 2:54:23,24.80,23.80
2021/8/20 2:54:28,24.80,23.80
2021/8/20 2:54:33,24.80,23.80
2021/8/20 2:54:38,24.70,23.80
2021/8/20 2:54:43,24.50,23.80
2021/8/20 2:54:49,24.50,23.80
2021/8/20 2:54:54,24.70,23.80
2021/8/20 2:54:59,24.80,23.80
2021/8/20 2:55:4,24.90,23.80
2021/8/20 2:55:9,25.00,23.90
2021/8/20 2:55:14,25.00,23.80
2021/8/20 2:55:19,25.00,23.80
2021/8/20 2:55:24,25.00,23.80
2021/8/20 2:55:29,25.00,23.80
2021/8/20 2:55:34,24.90,23.80
2021/8/20 2:55:39,24.80,23.90
2021/8/20 2:55:44,24.70,23.80
2021/8/20 2:55:50,24.70,23.80
2021/8/20 2:55:55,24.80,23.90
2021/8/20 2:56:0,24.80,23.80
2021/8/20 2:56:5,24.90,23.80
2021/8/20 2:56:10,25.00,23.90
2021/8/20 2:56:15,25.00,23.90
2021/8/20 2:56:20,24.90,23.80
2021/8/20 2:56:25,25.00,23.80
2021/8/20 2:56:30,25.00,23.80
2021/8/20 2:56:35,24.90,23.80
2021/8/20 2:56:40,24.90,23.80
2021/8/20 2:56:45,24.80,23.80
2021/8/20 2:56:51,24.80,23.80
2021/8/20 2:56:56,24.80,23.80
2021/8/20 2:57:1,24.80,23.80
2021/8/20 2:57:6,24.80,23.80
2021/8/20 2:57:11,24.90,23.80
2021/8/20 2:57:16,25.00,23.90
2021/8/20 2:57:21,25.00,23.80
2021/8/20 2:57:26,25.30,23.80
2021/8/20 2:57:31,25.40,23.80
2021/8/20 2:57:36,25.40,23.90
2021/8/20 2:57:41,25.10,23.80
2021/8/20 2:57:47,25.00,23.80
2021/8/20 2:57:52,25.00,23.80
2021/8/20 2:57:57,25.10,23.80
2021/8/20 2:58:2,25.10,23.80
2021/8/20 2:58:7,25.10,23.80
2021/8/20 2:58:12,25.10,23.80
2021/8/20 2:58:17,25.10,23.80
2021/8/20 2:58:22,25.70,23.80
2021/8/20 2:58:27,25.40,23.80
2021/8/20 2:58:32,25.20,23.80
2021/8/20 2:58:37,25.10,23.80
2021/8/20 2:58:42,25.00,23.80
2021/8/20 2:58:48,25.10,23.80
2021/8/20 2:58:53,25.10,23.80
2021/8/20 2:58:58,25.10,23.80
2021/8/20 2:59:3,25.20,23.80
2021/8/20 2:59:8,25.30,23.80
2021/8/20 2:59:13,25.20,23.80
2021/8/20 2:59:18,25.20,23.80
2021/8/20 2:59:23,25.20,23.80
2021/8/20 2:59:28,25.40,23.80
2021/8/20 2:59:33,25.40,23.80
2021/8/20 2:59:38,25.30,23.80
2021/8/20 2:59:43,25.10,23.80
2021/8/20 2:59:49,24.90,23.80
2021/8/20 2:59:54,24.80,23.80
2021/8/20 2:59:59,24.90,23.80
2021/8/20 3:0:4,24.90,23.80
2021/8/20 3:0:9,25.00,23.80
2021/8/20 3:0:14,25.10,23.80
2021/8/20 3:0:19,25.10,23.80
2021/8/20 3:0:24,24.90,23.80
2021/8/20 3:0:29,25.00,23.80
2021/8/20 3:0:34,25.10,23.80
2021/8/20 3:0:39,25.20,23.80
2021/8/20 3:0:44,25.20,23.80
2021/8/20 3:0:50,25.20,23.80
2021/8/20 3:0:55,25.20,23.80
2021/8/20 3:1:0,25.20,23.80
2021/8/20 3:1:5,25.10,23.80
2021/8/20 3:1:10,25.10,23.80
2021/8/20 3:1:15,25.20,23.80
2021/8/20 3:1:20,25.20,23.80
2021/8/20 3:1:25,25.20,23.80
2021/8/20 3:1:30,25.20,23.80
2021/8/20 3:1:35,25.40,23.80
2021/8/20 3:1:40,25.50,23.80
2021/8/20 3:1:45,25.50,23.80
2021/8/20 3:1:50,25.40,23.80
2021/8/20 3:1:56,25.30,23.80
2021/8/20 3:2:1,25.30,23.80
2021/8/20 3:2:6,25.30,23.80
2021/8/20 3:2:11,25.30,23.70
2021/8/20 3:2:16,25.20,23.80
2021/8/20 3:2:21,25.10,23.80
2021/8/20 3:2:26,25.20,23.80
2021/8/20 3:2:31,25.10,23.80
2021/8/20 3:2:36,25.10,23.80
2021/8/20 3:2:41,25.20,23.80
2021/8/20 3:2:46,25.30,23.80
2021/8/20 3:2:51,25.50,23.80
2021/8/20 3:2:57,25.30,23.80
2021/8/20 3:3:2,25.10,23.70
2021/8/20 3:3:7,25.00,23.80
2021/8/20 3:3:12,25.00,23.80
2021/8/20 3:3:17,25.10,23.80
2021/8/20 3:3:22,25.10,23.70
2021/8/20 3:3:27,25.30,23.80
2021/8/20 3:3:32,25.30,23.80
2021/8/20 3:3:37,25.30,23.70
2021/8/20 3:3:42,25.40,23.80
2021/8/20 3:3:47,25.40,23.80
2021/8/20 3:3:52,25.40,23.80
2021/8/20 3:3:58,25.30,23.70
2021/8/20 3:4:3,25.40,23.80
2021/8/20 3:4:8,25.30,23.70
2021/8/20 3:4:13,25.30,23.70
2021/8/20 3:4:18,25.30,23.80
2021/8/20 3:4:23,25.20,23.80
2021/8/20 3:4:28,25.20,23.80
2021/8/20 3:4:33,25.10,23.80
2021/8/20 3:4:38,25.10,23.80
2021/8/20 3:4:43,25.10,23.70
2021/8/20 3:4:48,25.20,23.80
2021/8/20 3:4:53,25.20,23.80
2021/8/20 3:4:59,25.20,23.70
2021/8/20 3:5:4,25.20,23.80
2021/8/20 3:5:9,25.10,23.80
2021/8/20 3:5:14,24.90,23.80
2021/8/20 3:5:19,25.00,23.80
2021/8/20 3:5:24,25.20,23.80
2021/8/20 3:5:29,25.20,23.80
2021/8/20 3:5:34,25.20,23.80
2021/8/20 3:5:39,25.30,23.80
2021/8/20 3:5:44,25.20,23.80
2021/8/20 3:5:49,25.20,23.80
2021/8/20 3:5:54,25.20,23.80
2021/8/20 3:6:0,25.20,23.80
2021/8/20 3:6:5,25.10,23.80
2021/8/20 3:6:10,25.10,23.80
2021/8/20 3:6:15,25.10,23.80
2021/8/20 3:6:20,25.20,23.80
2021/8/20 3:6:25,25.30,23.80
2021/8/20 3:6:30,25.30,23.80
2021/8/20 3:6:35,25.30,23.80
2021/8/20 3:6:40,25.30,23.80
2021/8/20 3:6:45,25.20,23.80
2021/8/20 3:6:50,25.20,23.80
2021/8/20 3:6:55,25.20,23.80
2021/8/20 3:7:1,25.30,23.80
2021/8/20 3:7:6,25.30,23.80
2021/8/20 3:7:11,25.20,23.80
2021/8/20 3:7:16,25.30,23.80
2021/8/20 3:7:21,25.30,23.80
2021/8/20 3:7:26,25.20,23.80
2021/8/20 3:7:31,25.20,23.80
2021/8/20 3:7:36,25.30,23.80
2021/8/20 3:7:41,25.40,23.80
2021/8/20 3:7:46,25.40,23.80
2021/8/20 3:7:51,25.40,23.80
2021/8/20 3:7:56,25.30,23.80
2021/8/20 3:8:2,25.30,23.80
2021/8/20 3:8:7,25.40,23.90
2021/8/20 3:8:12,25.40,23.80
2021/8/20 3:8:17,25.50,23.90
2021/8/20 3:8:22,25.30,23.80
2021/8/20 3:8:27,25.10,23.80
2021/8/20 3:8:32,25.20,23.90
2021/8/20 3:8:37,25.20,23.80
2021/8/20 3:8:42,25.30,23.90
2021/8/20 3:8:47,25.30,23.90
2021/8/20 3:8:52,25.20,23.90
2021/8/20 3:8:57,25.20,23.80
2021/8/20 3:9:3,25.30,23.90
2021/8/20 3:9:8,25.30,23.90
2021/8/20 3:9:13,25.30,23.90
2021/8/20 3:9:18,25.40,23.90
2021/8/20 3:9:23,25.30,23.90
2021/8/20 3:9:28,25.30,23.90
2021/8/20 3:9:33,25.30,23.90
2021/8/20 3:9:38,25.30,23.90
2021/8/20 3:9:43,25.20,23.90
2021/8/20 3:9:48,25.20,23.90
2021/8/20 3:9:53,25.30,23.90
2021/8/20 3:9:58,25.20,23.90
2021/8/20 3:10:4,25.20,23.90
2021/8/20 3:10:9,25.20,23.90
2021/8/20 3:10:14,25.20,23.90
2021/8/20 3:10:19,25.10,23.90
2021/8/20 3:10:24,25.10,23.90
2021/8/20 3:10:29,25.00,23.90
2021/8/20 3:10:34,24.90,23.90
2021/8/20 3:10:39,24.90,23.90
2021/8/20 3:10:44,24.90,23.90
2021/8/20 3:10:49,25.00,23.90
2021/8/20 3:10:54,25.00,23.90
2021/8/20 3:10:59,24.90,23.90
2021/8/20 3:11:5,25.00,23.90
2021/8/20 3:11:10,25.10,23.90
2021/8/20 3:11:15,25.20,23.90
2021/8/20 3:11:20,25.20,23.90
2021/8/20 3:11:25,25.30,23.90
2021/8/20 3:11:30,25.20,23.90
2021/8/20 3:11:35,24.90,23.90
2021/8/20 3:11:40,24.70,23.90
2021/8/20 3:11:45,24.80,23.90
2021/8/20 3:11:50,24.80,23.90
2021/8/20 3:11:55,24.80,23.90
2021/8/20 3:12:0,24.80,23.90
2021/8/20 3:12:6,24.90,23.90
2021/8/20 3:12:11,25.10,23.90
2021/8/20 3:12:16,25.10,23.90
2021/8/20 3:12:21,25.00,23.90
2021/8/20 3:12:26,25.00,23.90
2021/8/20 3:12:31,25.10,23.90
2021/8/20 3:12:36,25.20,23.90
2021/8/20 3:12:41,25.20,23.90
2021/8/20 3:12:46,25.30,23.90
2021/8/20 3:12:51,25.30,23.90
2021/8/20 3:12:56,25.30,23.90
2021/8/20 3:13:1,25.30,23.90
2021/8/20 3:13:7,25.30,23.90
2021/8/20 3:13:12,25.20,23.90
2021/8/20 3:13:17,25.20,23.90
2021/8/20 3:13:22,25.10,23.90
2021/8/20 3:13:27,25.20,23.90
2021/8/20 3:13:32,25.10,23.90
2021/8/20 3:13:37,25.00,23.90
2021/8/20 3:13:42,25.00,23.90
2021/8/20 3:13:47,25.00,23.90
2021/8/20 3:13:52,25.00,23.90
2021/8/20 3:13:57,25.10,23.90
2021/8/20 3:14:2,25.10,23.90
2021/8/20 3:14:8,25.10,23.90
2021/8/20 3:14:13,25.10,23.90
2021/8/20 3:14:18,25.10,23.90
2021/8/20 3:14:23,25.00,23.90
2021/8/20 3:14:28,24.90,23.90
2021/8/20 3:14:33,24.90,23.90
